,N,Commands,G,M,X,Y,Z,I,J,F,delta_xy,delta_X,delta_Y,delta_Z,delta_S,F_val,D_W,Werkzeug,Bearbeitung,S,D,T=,TurnOp,Toolchange,TURN,GCode,ENERGY|x,ENERGY|y,ENERGY|z,ENERGY|S,ENERGY|T
99,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
100,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
101,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
102,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
103,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
104,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
105,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
106,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
107,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
108,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
109,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
110,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
111,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
112,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
113,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
114,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
115,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
116,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
117,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
118,N4158,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,0.0
119,,G54 G0,G54 G0  ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,-605.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,1143.56402416,128.536850776,-281.82891908600004,0.0,0.0
120,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
121,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
122,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
123,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
124,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,SPOS=0,0.0,0.0,0.0,0.0,0.0
125,,M58;,   ,M58;  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,activate workpiece touchprobe,0.0,0.0,0.0,0.0,0.0
126,,G4F1,G4F1   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
127,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
128,,M17,   ,M17  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
129,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
130,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
131,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
132,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
133,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
134,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
135,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
136,N1080,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_XX]=_M_SPE[5]*_M_SPE[29],0.0,0.0,0.0,0.0,0.0
137,N1090,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_YY]=_M_SPE[6]*_M_SPE[29],0.0,0.0,0.0,0.0,0.0
138,N099,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
139,N110,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,MEAS=_M_N[0] AX[_MAV]=_M_SPE[10]*_M_SPE[29],0.0,65.527489132,0.0,0.0,0.0
140,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
141,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF $AC_MEA[ABS(_M_N[0])]==0 GOTOF _MT10,0.0,0.0,0.0,0.0,0.0
142,N135,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,MEAS=_M_N[0] AX[_ZZ]=_ID,0.0,0.0,-25.114757272,0.0,0.0
143,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
144,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF ($AC_MEA[ABS(_M_N[0])]==0)OR(_M_N[18])OR(_M_SPE[60]==1) GOTOF _MT16,0.0,0.0,0.0,0.0,0.0
145,N166,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,MEAS=_M_N[0] AX[_MAV]=_M_SPE[9]*_M_SPE[29],0.0,5.3417561000000005,0.0,0.0,0.0
146,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,0.0
147,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
148,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF $AC_MEA[ABS(_M_N[0])]==0 GOTOF _MT21,0.0,0.0,0.0,0.0,0.0
149,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF _VB[30] OR _M_N[18] OR (_INTERN[40+17]==0) OR ($AC_MEA[ABS(_M_N[0])]==0) OR _Z OR (ABS(_M_SPE[3])<=_DELTA),0.0,0.0,0.0,0.0,0.0
150,N337,G09,G09   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"AX[_MAV]=(_M_SPE[10]+_KF[2,0])*_M_SPE[29]",0.0,7.394895452,0.0,0.0,0.0
151,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF $AC_MEA[ABS(_M_N[0])]==0 GOTOF _MT25,0.0,0.0,0.0,0.0,0.0
152,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,_M_ME[1]=$AA_MW[_MAV] _M_ME[2]=$AA_MW[_XX],0.0,0.0,0.0,0.0,0.0
153,N1120,G91,G91   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_ZZ]=-_ID,0.0,0.0,40.472126066,0.0,0.0
154,N099,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
155,N110,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,MEAS=_M_N[0] AX[_MAV]=_M_SPE[10]*_M_SPE[29],0.0,136.261954406,0.0,0.0,0.0
156,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
157,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF $AC_MEA[ABS(_M_N[0])]==0 GOTOF _MT10,0.0,0.0,0.0,0.0,0.0
158,N135,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,MEAS=_M_N[0] AX[_ZZ]=_ID,0.0,0.0,-25.014578744,0.0,0.0
159,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
160,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF ($AC_MEA[ABS(_M_N[0])]==0)OR(_M_N[18])OR(_M_SPE[60]==1) GOTOF _MT16,0.0,0.0,0.0,0.0,0.0
161,N166,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,MEAS=_M_N[0] AX[_MAV]=_M_SPE[9]*_M_SPE[29],0.0,7.116351270000001,0.0,0.0,0.0
162,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,0.0
163,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
164,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF $AC_MEA[ABS(_M_N[0])]==0 GOTOF _MT21,0.0,0.0,0.0,0.0,0.0
165,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF _VB[30] OR _M_N[18] OR (_INTERN[40+17]==0) OR ($AC_MEA[ABS(_M_N[0])]==0) OR _Z OR (ABS(_M_SPE[3])<=_DELTA),0.0,0.0,0.0,0.0,0.0
166,N337,G09,G09   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"AX[_MAV]=(_M_SPE[10]+_KF[2,0])*_M_SPE[29]",0.0,10.094975704,0.0,0.0,0.0
167,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF $AC_MEA[ABS(_M_N[0])]==0 GOTOF _MT25,0.0,0.0,0.0,0.0,0.0
168,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,_M_ME[1]=$AA_MW[_MAV] _M_ME[2]=$AA_MW[_XX],0.0,0.0,0.0,0.0,0.0
169,N1120,G91,G91   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_ZZ]=-_ID,0.0,0.0,40.662465258000005,0.0,0.0
170,N1143,G90,G90   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_YY]=_M_SPE[6]*_M_SPE[29],0.0,65.527489372,0.0,0.0,0.0
171,N1145,G90,G90   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_XX]=_IW_C[0]*_M_SPE[29],0.0,0.0,0.0,0.0,0.0
172,N1146,G90,G90   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,AX[_YY]=_IW_C[1]*_M_SPE[29],0.0,0.0,0.0,0.0,0.0
173,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"_OVR[5]=SET($AA_IW[_XX],$AA_IW[_YY])",0.0,0.0,0.0,0.0,0.0
174,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,$AA_MEAS_POINT1[_XX]=$AA_IW[_XX],0.0,0.0,0.0,0.0,0.0
175,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,$AA_MEAS_POINT1[_YY]=$AA_IW[_YY],0.0,0.0,0.0,0.0,0.0
176,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,$AA_MEAS_POINT1[_ZZ]=$AA_IW[_ZZ],0.0,0.0,0.0,0.0,0.0
177,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
178,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
179,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
180,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
181,,M59,   ,M59  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,; deactivate touchprobes,0.0,0.0,0.0,0.0,0.0
182,,M17,   ,M17  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
183,,M17,   ,M17  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
184,N36,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,"T=""T_A_SK40_SF_DM16_A""",0,1,, ;  T_A_SK40_SF_DM16,0.0,0.0,0.0,0.0,0.0
185,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
186,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
187,,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
188,N021,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,_AUTOGEAR_2=($P_SAUTOGEAR[1] AND ($AC_SGEAR[1]>=2)),0.0,0.0,0.0,0.0,0.006011285999999999
189,N390,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT M_ENABLE_TOOLCHANGE AND NOT _SIM AND NOT $P_ISTEST AND NOT TESTRACK AND _POS GOTOF FEHLER4,0.0,0.0,0.0,0.0,0.03566697
190,N394,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.09577984200000003
191,N396,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,_MODE=STEP_OLD FAST=0 _TEST=_SIM OR $P_SEARCH OR $P_ISTEST OR TESTRACK,0.0,0.0,0.0,0.0,0.633990454
192,N396,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,_MODE=STEP_OLD FAST=0 _TEST=_SIM OR $P_SEARCH OR $P_ISTEST OR TESTRACK,0.0,0.0,0.0,0.0,0.308980178
193,N464,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,    IF($AA_IM[_AX4]<$MN_USER_DATA_INT[83]-0.5)OR($AA_IM[_AX4]>$MN_USER_DATA_INT[84]+0.5),0.0,0.0,0.0,0.0,0.91892548
194,N480,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,GETSELT(T_PR),0.0,0.0,0.0,0.0,0.406763786
195,N542,M27 M28,   ,M27 M28 ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,5.170508731999999
196,N562,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,IF NOT M_ENABLE_TOOLCHANGE AND NOT _SIM AND NOT $P_ISTEST AND NOT TESTRACK AND NOT $P_SEARCH GOTOF FEHLER,0.0,0.0,0.0,0.0,2.7675967620000006
197,N572,MSG,   ,  ,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,16.0,T_A_SK40_SF_DM16_A,STANDARD,0,,,0,0,,  IF ($AA_IM[_AX4]<$MN_USER_DATA_INT[83]-0.5) AND ($MA_POS_LIMIT_MINUS[AX4]>-360) GOTOF FEHLER3,0.0,0.0,0.0,0.0,3.2140350359999994
